,TP9,AF7,AF8,TP10,Right AUX,timestamps
146,430.664062,13.671875,0.000000,-21.484375,-110.351562,0.561212
147,97.167969,41.992188,34.179688,-36.621094,-256.835938,0.565118
148,-346.191406,50.292969,49.804688,-9.765625,-198.730469,0.569024
149,-303.710938,35.644531,36.132812,31.738281,-50.781250,0.572931
150,152.832031,8.300781,-3.906250,6.347656,-12.695312,0.576837
151,398.925781,-0.976562,-19.042969,-51.269531,-106.445312,0.580743
152,159.667969,31.738281,35.156250,-30.273438,-257.324219,0.584649
153,-301.269531,52.246094,66.894531,12.695312,-260.253906,0.588556
154,-373.535156,29.296875,22.949219,2.929688,-81.054688,0.592462
155,83.984375,10.742188,-12.207031,-7.812500,41.015625,0.596368
156,407.714844,5.371094,-14.160156,-38.085938,-56.152344,0.613048
157,192.382812,24.414062,22.949219,-46.875000,-241.699219,0.616954
158,-283.691406,46.875000,48.828125,-21.484375,-252.441406,0.620860
159,-383.300781,39.062500,27.832031,4.882812,-109.375000,0.624767
160,33.203125,8.300781,-4.394531,5.371094,10.253906,0.628673
161,404.785156,0.488281,-8.789062,-20.507812,-59.570312,0.632579
162,261.718750,37.597656,28.320312,-29.296875,-258.789062,0.636485
163,-229.980469,56.640625,52.734375,-13.183594,-319.335938,0.640392
164,-411.621094,27.832031,23.437500,-6.347656,-166.503906,0.644298
165,-29.296875,1.464844,-4.882812,1.464844,-11.718750,0.648204
166,365.722656,-10.742188,-20.019531,-37.597656,-8.300781,0.652110
167,279.296875,21.484375,12.207031,-46.875000,-165.527344,0.656017
168,-185.058594,54.199219,57.128906,-9.765625,-274.414062,0.653008
169,-421.875000,33.691406,41.015625,5.859375,-149.414062,0.656914
170,-96.679688,8.300781,0.976562,16.601562,-12.695312,0.660820
171,343.750000,-5.371094,-21.484375,-11.230469,-33.203125,0.664726
172,336.425781,13.671875,9.765625,-31.250000,-193.359375,0.668633
173,-116.699219,46.875000,53.222656,-16.113281,-300.781250,0.672539
174,-410.644531,48.828125,47.851562,7.812500,-188.476562,0.676445
175,-153.808594,7.812500,6.347656,9.277344,12.207031,0.680351
176,309.570312,-19.042969,-24.902344,-31.250000,23.437500,0.684258
177,358.886719,11.718750,-3.906250,-59.082031,-137.695312,0.688164
178,-59.570312,51.269531,54.687500,-20.996094,-254.394531,0.692070
179,-400.878906,43.457031,52.734375,3.417969,-145.996094,0.695976
180,-213.867188,16.601562,3.417969,-2.929688,26.855469,0.695775
181,274.902344,3.417969,-19.531250,-23.925781,24.902344,0.699682
182,393.554688,20.019531,-1.953125,-47.363281,-107.421875,0.703588
183,-2.929688,49.316406,38.085938,-35.156250,-232.910156,0.707494
184,-382.324219,48.828125,40.527344,-6.835938,-158.203125,0.711400
185,-237.304688,32.226562,13.183594,20.507812,12.695312,0.715307
186,240.234375,8.300781,-17.089844,-3.417969,37.109375,0.719213
187,402.343750,1.953125,-18.554688,-51.269531,-91.308594,0.723119
188,76.660156,43.945312,43.945312,-25.390625,-260.742188,0.727025
189,-342.773438,55.175781,62.011719,9.765625,-207.519531,0.730932
190,-298.828125,27.832031,13.183594,9.277344,-18.554688,0.734838
191,182.617188,2.441406,-18.066406,-5.371094,46.875000,0.738744
192,414.062500,-0.976562,-12.207031,-38.574219,-81.542969,0.753085
193,109.863281,38.574219,27.832031,-39.550781,-253.906250,0.756991
194,-327.148438,67.382812,55.175781,-2.441406,-240.722656,0.760897
195,-327.636719,44.921875,33.203125,16.601562,-63.964844,0.764803
196,123.535156,4.394531,-6.835938,-1.464844,29.785156,0.768710
197,410.644531,1.953125,-4.394531,-27.343750,-74.218750,0.772616
198,168.457031,39.062500,39.062500,-36.132812,-236.816406,0.776522
199,-292.480469,64.453125,68.847656,1.953125,-265.625000,0.780428
200,-370.117188,33.691406,27.343750,16.113281,-140.625000,0.784335
201,61.035156,4.394531,-14.160156,-0.488281,-28.320312,0.788241
202,392.089844,1.953125,-20.019531,-33.691406,-75.683594,0.792147
203,212.890625,31.738281,20.996094,-41.503906,-230.468750,0.796053
204,-262.695312,56.152344,50.292969,-11.230469,-277.343750,0.793855
